"","product_productid","reviewCt","reviewAvg","reviewscore3ct","reviewscore1ct"
"1","B000MQ4WY2",36,2.38888888888889,0.333333333333333,0.361111111111111
"2","B000GETU7E",33,2.63636363636364,0.363636363636364,0.303030303030303
"3","B0001WTV7A",29,2.93103448275862,0.310344827586207,0.310344827586207
"4","B000M7FOO8",24,2.20833333333333,0.375,0.375
"5","B000M7FOOS",24,2.20833333333333,0.375,0.375
"6","B000M7FOOI",24,2.20833333333333,0.375,0.375
"7","B0000D1FHV",20,2.4,0.35,0.35
"8","B000NJMK06",20,2.4,0.35,0.35
"9","B00005QJJG",20,2.4,0.35,0.35
"10","B000W9282M",20,2.4,0.35,0.35
"11","B00005R26O",20,2.4,0.35,0.35
"12","B0007NHDQ4",20,2.4,0.35,0.35
"13","B0001A79O4",20,2.4,0.35,0.35
"14","1577133056.0",20,2.4,0.35,0.35
"15","6305778256.0",19,2.31578947368421,0.315789473684211,0.368421052631579
"16","B000C65YPI",19,2.10526315789474,0.368421052631579,0.421052631578947
"17","B0000D9PII",19,2.36842105263158,0.315789473684211,0.368421052631579
"18","6305778191.0",19,2.31578947368421,0.315789473684211,0.368421052631579
"19","B00067AVKG",19,2.31578947368421,0.315789473684211,0.368421052631579
"20","6305269076.0",19,2.36842105263158,0.315789473684211,0.368421052631579
"21","B0000V6SQY",19,2.10526315789474,0.368421052631579,0.421052631578947
"22","B00004W4IL",19,2.31578947368421,0.315789473684211,0.368421052631579
"23","6301723465.0",18,2.16666666666667,0.333333333333333,0.388888888888889
"24","6301954955.0",18,2.16666666666667,0.333333333333333,0.388888888888889
"25","B004TPU57K",18,2.44444444444444,0.333333333333333,0.333333333333333
"26","B0013XZ6PC",18,2,0.333333333333333,0.444444444444444
"27","B000063KLJ",18,2.16666666666667,0.333333333333333,0.388888888888889
"28","6301866460.0",18,2.16666666666667,0.333333333333333,0.388888888888889
"29","B000OZ2HXE",18,2.16666666666667,0.333333333333333,0.388888888888889
"30","B0001Z52WK",18,2.16666666666667,0.333333333333333,0.388888888888889
"31","B000HX6IJ2",18,2.16666666666667,0.333333333333333,0.388888888888889
"32","B00176SHEC",18,2.16666666666667,0.333333333333333,0.388888888888889
"33","B00014WA26",18,2.16666666666667,0.333333333333333,0.388888888888889
"34","B008BJTRMY",18,2.44444444444444,0.333333333333333,0.333333333333333
"35","B004TPTY3G",18,2.44444444444444,0.333333333333333,0.333333333333333
"36","B00008T57R",18,2.16666666666667,0.333333333333333,0.388888888888889
"37","B001IFRS7Y",18,2.16666666666667,0.333333333333333,0.388888888888889
"38","B004UUIC1A",17,2.29411764705882,0.352941176470588,0.352941176470588
"39","B001H8HW0U",17,2.29411764705882,0.352941176470588,0.352941176470588
"40","B001CVCF3G",17,2.29411764705882,0.352941176470588,0.352941176470588
"41","B000UAE7LS",17,2.29411764705882,0.352941176470588,0.352941176470588
"42","B004UUIAYY",17,2.29411764705882,0.352941176470588,0.352941176470588
"43","B001H95VUW",17,2.29411764705882,0.352941176470588,0.352941176470588
"44","B001A3LNWA",16,2.75,0.3125,0.3125
"45","B004VK74A4",16,2.5,0.375,0.3125
"46","B000BHN79S",16,2.75,0.3125,0.3125
"47","B00004D375",16,2.5,0.375,0.3125
"48","B0036UZAVU",16,2.75,0.3125,0.3125
"49","B00004T8VK",16,2.5,0.375,0.3125
"50","6305551464.0",16,2.75,0.3125,0.3125
"51","B00007AJGV",16,2.5,0.375,0.3125
"52","B00007AJDM",16,2.5,0.375,0.3125
"53","B001ILHY3G",15,2.6,0.333333333333333,0.333333333333333
"54","B002BW1VPI",15,2.93333333333333,0.333333333333333,0.333333333333333
"55","B000MRNWJ2",15,2.13333333333333,0.333333333333333,0.333333333333333
"56","B001OJKX0S",15,2.6,0.333333333333333,0.333333333333333
"57","B0091VXMAO",15,2.93333333333333,0.333333333333333,0.333333333333333
"58","1574924486.0",15,2.6,0.333333333333333,0.333333333333333
"59","B001U41842",15,2.93333333333333,0.333333333333333,0.333333333333333
"60","B001U41838",15,2.93333333333333,0.333333333333333,0.333333333333333
"61","B0002V7T7O",15,2.6,0.333333333333333,0.333333333333333
"62","B0011FLGZ6",14,2.57142857142857,0.357142857142857,0.428571428571429
"63","B0001GH7FY",14,2.28571428571429,0.428571428571429,0.357142857142857
"64","B000OY9VAM",14,2.28571428571429,0.428571428571429,0.357142857142857
"65","B005QUQRDI",14,2.28571428571429,0.428571428571429,0.357142857142857
"66","B005QUQRC4",14,2.28571428571429,0.428571428571429,0.357142857142857
"67","B0013LPS0C",14,2.57142857142857,0.357142857142857,0.428571428571429
"68","B000RL21PO",13,2.38461538461538,0.384615384615385,0.307692307692308
"69","B00004XPOO",13,2.61538461538462,0.307692307692308,0.307692307692308
"70","B0001BPSAA",13,2.84615384615385,0.384615384615385,0.307692307692308
"71","B000K2CQRS",13,2.84615384615385,0.384615384615385,0.307692307692308
"72","B00001W9GJ",13,2.38461538461538,0.384615384615385,0.384615384615385
"73","B000LC3IJM",13,2.15384615384615,0.307692307692308,0.384615384615385
"74","6304286945.0",13,2.84615384615385,0.384615384615385,0.307692307692308
"75","B0037OUWP4",13,2.61538461538462,0.307692307692308,0.307692307692308
"76","B0037OZZUQ",13,2.61538461538462,0.307692307692308,0.307692307692308
"77","B00001U0DM",13,2.38461538461538,0.384615384615385,0.384615384615385
"78","B00077BOOC",13,3.07692307692308,0.307692307692308,0.307692307692308
"79","6305573867.0",13,2.61538461538462,0.307692307692308,0.307692307692308
"80","B000K2GK16",13,2.84615384615385,0.384615384615385,0.307692307692308
