"","product_productid","reviewCt","reviewAvg","reviewscore1ct"
"1","B007FSEAHY",444,2.27927927927928,0.61036036036036
"2","B006WWTKQ0",361,2.01385041551247,0.686980609418283
"3","B004EPZ0AC",361,2.01385041551247,0.686980609418283
"4","B004EPZ0AM",361,2.01385041551247,0.686980609418283
"5","B006Z949XY",361,2.01385041551247,0.686980609418283
"6","B002RILM00",248,1.76209677419355,0.608870967741935
"7","B000JYW5DM",248,1.76209677419355,0.608870967741935
"8","B000JYW5DW",248,1.76209677419355,0.608870967741935
"9","B000MEYFY6",248,1.76209677419355,0.608870967741935
"10","B000MEYFYQ",248,1.76209677419355,0.608870967741935
"11","B00004CVMO",202,1.70792079207921,0.648514851485149
"12","B00004VYNP",202,1.70792079207921,0.648514851485149
"13","B000059XY1",202,1.70792079207921,0.648514851485149
"14","B000059XY2",202,1.70792079207921,0.648514851485149
"15","B00004RYAN",202,1.70792079207921,0.648514851485149
"16","B00004RUIS",202,1.70792079207921,0.648514851485149
"17","790732475.0",202,1.70792079207921,0.648514851485149
"18","B001OST0M6",202,1.70792079207921,0.648514851485149
"19","B001RJXAWI",202,1.70792079207921,0.648514851485149
"20","790732491.0",202,1.70792079207921,0.648514851485149
"21","B0039208C6",202,1.70792079207921,0.648514851485149
"22","B000B5XOXO",202,1.70792079207921,0.648514851485149
"23","790732912.0",202,1.70792079207921,0.648514851485149
"24","790734451.0",202,1.70792079207921,0.648514851485149
"25","B002ZF249I",202,1.70792079207921,0.648514851485149
"26","B00003CXIU",199,2.15075376884422,0.552763819095477
"27","B00003CXIV",199,2.15075376884422,0.552763819095477
"28","B001N6A384",199,2.15075376884422,0.552763819095477
"29","B00005JY7G",199,2.15075376884422,0.552763819095477
"30","B00005ASTO",199,2.15075376884422,0.552763819095477
"31","B00005AQMN",199,2.15075376884422,0.552763819095477
"32","B00005LAYS",199,2.15075376884422,0.552763819095477
"33","B001N6A34S",199,2.15075376884422,0.552763819095477
"34","B00005QCAL",199,2.15075376884422,0.552763819095477
"35","B00004RV7O",196,1.70408163265306,0.653061224489796
"36","B000EQ5V86",193,1.96891191709845,0.569948186528497
"37","B000EQ5V8G",193,1.96891191709845,0.569948186528497
"38","B002R8JG58",181,2.41988950276243,0.502762430939227
"39","B00011ZB16",173,1.78034682080925,0.653179190751445
"40","B0000YEE6C",173,1.78034682080925,0.653179190751445
"41","B00011ZB0W",173,1.78034682080925,0.653179190751445
"42","B0028QE8ZW",173,1.78034682080925,0.653179190751445
"43","B0009W5KHC",173,1.78034682080925,0.653179190751445
"44","B0016PWTVQ",173,1.78034682080925,0.653179190751445
"45","B000057X1K",152,2.05263157894737,0.539473684210526
"46","B00005MKMF",152,2.05263157894737,0.539473684210526
"47","B00005MKW5",152,2.05263157894737,0.539473684210526
"48","B0008KLW68",152,2.05263157894737,0.539473684210526
"49","B00005NVND",152,2.05263157894737,0.539473684210526
"50","B00003CXQM",152,2.05263157894737,0.539473684210526
"51","B00005LO60",152,2.05263157894737,0.539473684210526
"52","B00005BK5F",152,2.05263157894737,0.539473684210526
"53","B00005BK5G",152,2.05263157894737,0.539473684210526
"54","B004W7PM00",152,2.05263157894737,0.539473684210526
"55","B004W7P50W",152,2.05263157894737,0.539473684210526
"56","B000T5O49O",151,1.88079470198676,0.655629139072848
"57","B000XS8RPY",151,1.88079470198676,0.655629139072848
"58","B0007XBM5W",151,1.88079470198676,0.655629139072848
"59","B0007Z0OQI",151,1.88079470198676,0.655629139072848
"60","B003UN99V0",151,1.88079470198676,0.655629139072848
"61","B001F71GQO",113,1.78761061946903,0.699115044247788
"62","B0010YVCAM",113,1.78761061946903,0.699115044247788
"63","B001F73GY4",113,1.78761061946903,0.699115044247788
"64","B001DJ7PU0",108,2.12962962962963,0.518518518518518
"65","B001BNFR6W",101,2.42574257425743,0.534653465346535
"66","B000O76ZOO",97,1.79381443298969,0.639175257731959
"67","B000O76ZOE",97,1.79381443298969,0.639175257731959
"68","B000S85C8Y",97,1.79381443298969,0.639175257731959
"69","B000R3JNQW",97,1.79381443298969,0.639175257731959
"70","B000F0V0LS",95,2.13684210526316,0.536842105263158
"71","B007BLK29A",95,2.13684210526316,0.536842105263158
"72","B007BLJW28",95,2.13684210526316,0.536842105263158
"73","B0000DKDUT",81,1.98765432098765,0.604938271604938
"74","B00008KDHT",81,1.98765432098765,0.604938271604938
"75","B00008KDHS",81,1.98765432098765,0.604938271604938
"76","B0000E2VVV",81,1.98765432098765,0.604938271604938
"77","B0000E6FPG",81,1.98765432098765,0.604938271604938
"78","B00000FDTG",81,1.98765432098765,0.604938271604938
"79","B001E91SOS",81,1.98765432098765,0.604938271604938
"80","B0028O9UOI",81,1.98765432098765,0.604938271604938
"81","B000JPDJR2",81,1.98765432098765,0.604938271604938
"82","B000007QKU",79,2.08860759493671,0.518987341772152
"83","B000006A5B",79,2.08860759493671,0.518987341772152
"84","6304434170.0",79,2.08860759493671,0.518987341772152
"85","B004C80KME",79,2.08860759493671,0.518987341772152
"86","B00005O5CV",79,2.08860759493671,0.518987341772152
"87","B00004WLZZ",79,2.08860759493671,0.518987341772152
"88","B00004RYDO",79,2.08860759493671,0.518987341772152
"89","B00028G7IY",79,2.08860759493671,0.518987341772152
"90","B00005JI1J",79,2.08860759493671,0.518987341772152
"91","6304434189.0",79,2.08860759493671,0.518987341772152
"92","6303073069.0",79,2.08860759493671,0.518987341772152
"93","B00004CLLQ",79,2.08860759493671,0.518987341772152
"94","B003Z6HRZ2",79,2.08860759493671,0.518987341772152
"95","782008380.0",79,2.08860759493671,0.518987341772152
"96","B005C9YZRI",78,1.65384615384615,0.756410256410256
"97","B005C9YZQY",78,1.65384615384615,0.756410256410256
"98","B001EC0OR2",74,1.75675675675676,0.567567567567568
"99","B001OFA38E",74,2.22972972972973,0.581081081081081
"100","B001EC0OQS",74,1.75675675675676,0.567567567567568
"101","B0000A1M54",74,1.75675675675676,0.567567567567568
"102","B00007G252",74,1.75675675675676,0.567567567567568
"103","B00007G251",74,1.75675675675676,0.567567567567568
"104","B001J710YI",74,2.22972972972973,0.581081081081081
"105","B001J710YS",74,2.22972972972973,0.581081081081081
"106","B001OF4GSW",74,2.22972972972973,0.581081081081081
"107","B0001MIR5M",74,1.75675675675676,0.567567567567568
"108","B00007G1ZB",74,1.75675675675676,0.567567567567568
"109","B001J710XO",74,2.22972972972973,0.581081081081081
"110","B000N2HD6Y",69,1.76811594202899,0.652173913043478
"111","B002OKK2B6",68,1.85294117647059,0.764705882352941
"112","B000AQ69RM",67,1.8955223880597,0.552238805970149
"113","B0030BYWI2",65,1.89230769230769,0.569230769230769
"114","B0006Q93WY",64,1.90625,0.65625
"115","B002RUNJCW",59,1.86440677966102,0.542372881355932
"116","B000ION79Y",59,1.35593220338983,0.830508474576271
"117","B00876GO36",59,1.35593220338983,0.830508474576271
"118","B007QDUK9U",59,2.27118644067797,0.508474576271186
"119","B000LPLTVS",59,1.35593220338983,0.830508474576271
"120","B00004REV2",59,2.27118644067797,0.508474576271186
"121","B00004REOG",59,2.27118644067797,0.508474576271186
"122","B006PIKPOW",58,1.6551724137931,0.810344827586207
"123","B000E1MXW8",58,1.98275862068966,0.655172413793103
"124","B000654YIS",56,1.44642857142857,0.767857142857143
"125","B0056P6SP0",55,2.09090909090909,0.509090909090909
"126","B0041LULL2",55,1.56363636363636,0.781818181818182
"127","B0056P6SOG",55,2.09090909090909,0.509090909090909
"128","B00080ZG0G",53,2.50943396226415,0.509433962264151
"129","B005X7H9Y0",53,2.37735849056604,0.584905660377358
"130","B0006Q94BO",50,1.94,0.54
"131","B000SAGGS2",49,2.26530612244898,0.510204081632653
